,0
9501,"Hey, no, I've never been lower or wetter. I'll be fine. I'll just turn your, uh, bedroom into a game room or somethin', you know, put the foosball table in there."
9502,Woah. Why do you get to keep the table?
9503,I did pay for half of it.
9504,"Yeah. And uh, I paid for the other half."
9505,"Alright I'll tell you what, I'll play you for it."
9506,"Alright, you're on. I can take two minutes out of my day to kick your ass."
9507,Your little men are gonna get scored on more times than your sister.
9508,"Woah, woah, woah, woah. Which sister?"
9509,"So, are you sorry that I told them?"
9510,"No, it's been a long time since your dad and I went running."
9512,Oh. Well did you get it? Let me see.
9513,Is Ross here?
9514,No he went out to get pizza.
9515,"Oh really, OK. "
9517,Very tasteful.
9518,"Wanna see mine, wanna see mine?"
9520,What? You didn't get one.
9521,"OK, well then what is this? "
9522,What're we looking at? That blue freckle?
9523,"OK, that's my tattoo."
9524,"That is not a tattoo, that is a nothing. I finally got her back in the chair, bairly touched her with a needle, she jumped up screaming, and that was it."
9525,"OK, hi. For your information this is exactly what I wanted. This is a tattoo of the earth as seen from a great distance. It's the way my mother sees me from heaven."
9526,"Oh, what a load of crap. That is a dot. Your mother is up in heaven going, 'Where the hell is my lily, you wuss?' OK, Phoebe, that is not a tattoo, this is a tattoo. "
9527,You got a tattoo?
9528,Maybe. But just a little one. Phoebe got the whole world.
9529,Lemme see. 
9531,Well it's really. . . sexy. I wouldn't have thought it would be but. . . wow.
9533,"Yeah, so uh, is it sore or can you do stuff?"
9535,"Hey, save us some pizza. "
9536,"Get out of the corner. Pass it, pass it."
9537,Stop talkin' to your men. 
9538,Yes! And the table is mine.
9539,Congratulations. 
9540,"Hey, you guys are still gonna come visit me, right?"
9541,"Oh yeah, you got the big TV. We'll be over there all the time. . .  except when we are here."
9542,I know you're just moving uptown but I'm really gonna miss you.
9543,"I know, how can you not be accross the hall anymore."
9544,"Yeah, who's gonna eat all our food, and tie up our phone lines, and - is that my bra? What the hell you doin' with my bra?"
9545,"Oh no-no, it's uh, it's not what you think. We uh, we used it to, you know, fling water balloons off the roof. Remember that, those junior high kids couldn't even get theirs accross the street."
9546,"Yeah, I remember."
9547,"Hey, let's bring the rest of these down to the truck."
9548,"So, uhh, em, you want me to uh, give you a hand with the foosball table?"
9549,"Naa, you keep it, you need the practice."
9551,"So, I guess this is it."
9552,"Yeah, right, yeah, I guess so."
9553,"Listen, uh, I don't know when I'm gonna see you again."
9554,"Well, I'm guessing uh, tonight at the coffee house."
9555,"Right, yeah. OK. Um, take care."
9557,Huh? So whaddya think? Casa de Joey. Huh? I decorated it myself.
9560,"Wow Joey, this is, uhh..."
9561,Art.
9562,Art it is.
9563,"Look, check this out. Is it a coffee table, is it a panther? There's no need to decide."
9564,"Hey, nice pillow. So now tell me, is this genuine Muppet skin?"
9565,"Hey, excellent, excellent water-table thing. "
9566,"Thanks, yeah. I love this but ya know what, it makes me wanna pee."
9567,"Yeah, well me too, yeah. I think that's the challenge."
9568,"Hey, how come, uhh, Chandler didn't come?"
9569,"Well uh, it's cause he had a thing with, wi-, with the thing."
9570,"Right, I go-, I got it."
9571,So why don't ya show us the rest of your casa?
9572,"Yeah. Uh, oh, OH, the best part, c'mon.  Heh?"
9573,"Hey, nice toilet."
9574,"No no no, behind it."
9575,"Wha-, you have a phone in here?"
9576,"That's right, I have a phone in here."
9577,"Joey, promise me something."
9579,Never call me from that phone.
9580,"OK, here we go. Honey, I'm sorry, they were all out of apple pie, someone just got the last piece."
9581,"Oh my God, oh my God, oh my God, oh my God. You are not gonna believe this. I have just been discovered."
9582,"Now wait a minute, I claimed you in the name of France four years ago."
9583,"Anyway, OK, now promise you won't like, freak out and say how great this is until I'm done, OK."
9585,"OK. I just met this producer of this like, teeny record company, who said that I have a very fresh, offbeat sound and she wants to do a demo of Smelly Cat."
9586,"I told you not to do that yet. And, she wants to do a video."
9587,"I'm not done yet, OK. God. OK, if that goes well, they may even want to make an album."
9588,I'm done now.
9589,"Oh God. Ross, OK, if you care about me at all, you will get the pie out of the man's hood."
9590,Get the what?
9591,"Pie in the hood, pie in the hood. Go."
9592,What're you doing?
9593,"I'm sorry, my pie was, was in your hood. Now I just have to get the coffee out of that guy's pants and I'll be back in the hospital by 7. "
9594,"Damnit Ross, get your butt out of the bathroom."
9595,"Calm down, I'm blow drying."
9596,"Blow drying what, you have no hair."
9598,"Your boyfriend has been in there for over an hour. I can't believe it, it's like I'm living with him again. He's here when I go to sleep, he's here when I wake up, he's here when I want to use the shower, ughh. It's like I'm sixteen all over again ."
9599,"Well, you're not sixteen, you're both adults now."
9600,GET OUT YOU DUFUS!!
9601,"Or ya know, he's rubber and you're glue."
9602,All yours.
9603,I hope you cleaned your hair out of the drain.
9605,Shut up.
9607,Cut it out.
9608,Mi-mi-mii.
9609,I've never wanted you more.
9610,"So, whaddya say boys, should I call him?  Well, ya know what they say. Ask your slippers a question... you're going crazy."
9614,"Listen, I'm, I'm sorry I didn't make it over there today."
9615,"Oh, that's OK. You uh, you had a thing."
9616,"Yeah well, I hear the place looks great."
9617,"Ahh, forget about it, I'm havin' a ball. How's the apartment doin'"
9618,"Oh hey, it's, it's terriffic. I mean it's a regular space... fest."
9619,"Oh, well great."
9620,Yeah I just... wanted to call and say hey.
9621,Well OK then.  Was that the oven timer?
9622,That's right my friend. It's time for...
9623,Baywatch!! 
9624,"Oh, can you believe they gave Stephanie skin cancer?"
9625,I still can't believe they promoted her to lieutenant.
9626,"Naa, you're just sayin' that 'cause you're in love with Yasmine Blepe."
9627,"Well, how could anyone not be in love with Yasmine Blepe?"
9628,"Hey, hey, they're runnin'"
9629,"See, this is the brilliance of the show. I say always keep them running. All the time, running. Run. Run Yasmine, run like the wind."
9630,But I thought you wanted to live by yourself.
9631,"I did. I thought it'd be great. I figured I'd have like, time alone with my thoughts but, ya know, it turns out I don't have as many thoughts as you'd think."
9632,"Joey, why don't you talk to Chandler about moving back?"
9633,"You really think he'd take me? I mean, we had a pretty good talk last night but, when I moved out, I hurt him bad."
9634,"I promise you, he would definitely want you back."
9635,"I'm telling you, there's no way he's moving back."
9636,"But we had one of the greatest talks we ever had last night. I mean it was, it was like when we first started living together."
9637,"Look, I know you don't want to hear this right now but, we've seen him in his new place, alright. And he's happy, he's, he's decorated."
9638,"Look, Chandler, he has moved on, OK, you have to too."
9640,"No. You're just gonna have to accept the fact that you're just friends now, OK, you're not... rommmates anymore."
9641,"OK Phoebe, you ready to try one?"
9642,"OK.  Smelly cat, smell-ly cat, what are they feeding you? Smelly cat  Oh woah, oh my God. I mean like, who was that?"
9643,"OH!! Oh I thought they were just watching me. You know, like at, like at an aquarium, ya know."
9644,Alrighty. From the top.
9645,"OK.  Smelly cat, smell-ly cat, what are they feeding you? Smelly cat  OK, sorry. I'm just, I'm just not getting that everyone um, gets how smelly this cat acually is. I just think that maybe if we could talk about this, 'cause I need to feel that you really care about the cat."
9646,"Honey, uh we, we can talk about this. It's just that it's costing about a hundred dollars a minute to be in here."
9647,"Oh OK. So, um, the cat stinks but you love it, let's go."
9648,"No, there is no way he was a velociraptor. No Tony, look at the cranial ridge, OK. If Dino was a velociraptor, he would have eaten the Flintstones. Yeah, yeah.  Oh, were you takin' a nap?"
9649,I was.
9650,"Oh I-, Oh wait, Tony can you hang on? That's the other line.  Hello. Oh yeah she's here but uh, can she call you back? OK thanks.  Call Joanna.  Hi."
9651,Did she leave a number?
9652,Did you see me write one down?
9653,"I don't have her number, butt-munch."
9654,"Well, she'll call back, don't be such a baby."
9655,"I'm not a baby, you're the baby."
9656,"Look, you wanna get off my back?"
9657,You wanna get out of my face?
9658,"Wait hold on Tony, hold on.  Hello. Hi, yeah no, she's right here. Um hold on.  Hi Tony, can I call you back? That's uh, that's my sister's boyfriend."
9659,Give me that.
9661,"Hi sweetie, look before I forget, did I leave my diaphram at your place? Hi mom. "
9663,"So uhh, how's the palace?"
9664,You know it's funny you should mention that 'cause I was thinkin'... what's with the boxes?
9665,"Oh, uhh, actually I uh, have some news."
9666,"Hey Chan, is that Joey guy gonna come by and pick up his moose hat or should I just toss it out?"
9667,"Well, uh, why don't you ask him yourself. Joey, this is my new roommate Eddie."
9668,Nice to meet ya.
9669,"Likewise. Uh, I'll take that.  It's what I came for. So, this is new. Where'd you two meet?"
9670,"At the uh, supermarket, in the uh, ethnic food section. I helped him pick out a chorizo."
9672,"Well you know, we got to talking and uh, he said he needed a place and I had a spare room."
9673,"Oh, now it's a spare room?"
9674,"Well yeah, in that it's not being used and I... have it to spare."
9675,"Well I uh, got what I came for.  I'll uh, I'll see you guys."
9676,Hey Jo. When'd you start usin' mousse in your hair?
9677,Is this guy great or what?
9678,"Yeah, yeah he is. "
9679,I can't believe he has a new roommate. Who is this guy?
9680,"Uh, Eddie something. He just met him."
9681,"It'll never last, he's just a rebound roommate."
9684,"Oh, check it out, oh check it out. It's Smelly Cat the video."
9685,"Now OK, I haven't seen it yet so, if you don't like it, well, so what, none of you ever made a video.  OK."
9688,"I sound amazing. I, I, I've never heard myself sing before. I mean, except in my own head. Oh, this is so cool, now I can hear what you hear."
9689,"Pretty uhm, different huh?"
9690,"Oh, I am sorry but I am incredibly talented."
9691,"Hi Joey, what's goin' on man?"
9692,Eddie.
9694,"Morning. I just uh, came by to pick up my mail.  Where's the mail?"
9695,"Oh it's uh, over there on the table."
9696,You don't keep it over here on this table any more?
9697,"No, Eddie likes to keep it over there."
9698,"Alright, here you go my friend. Eggs a-la Eddie, huh?"
9699,"Oh, ooh."
9702,"No I just uh, thought you liked your eggs with the bread with the hole in the middle, a-la me."
9703,"Well I do, but uh, Eddie makes them this way and, well they're pretty darn good."
9704,"Well you guys, I'm outta here. See ya pals."
9706,So how you two gettin' along?
9707,"Oh, I couldn't be happier."
9708,"Great, well, I'm happy for ya.  Alright that's it. He just comes in here, Mr. Jonny Neweggs, with his, his, his movin' the mail and his, his 'see ya pals'. And now there's no juice. There's no juice f or the people who need the juice and want the juice. I need the juice."
9709,There's another carton right over there.
9710,"Hey, this isn't about juice anymore, alright man."
9711,"Alright, so what's it about?"
9712,"Eggs. Who's eggs do you like better, his or mine, huh?"
9713,Well I like both eggs equally.
9714,Oh come on. Nobody likes two different kinds of eggs equally. You like one better than the other and I wanna know which.
